Category1,Category2,Pathway,KOID
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15886
Metabolism,Metabolism of Terpenoids and Polyketides,Terpenoid Backbone Biosynthesis,K15887
Metabolism,Metabolism of Terpenoids and Polyketides,Terpenoid Backbone Biosynthesis,K15888
Metabolism,Metabolism of Terpenoids and Polyketides,Terpenoid Backbone Biosynthesis,K15889
Metabolism,Metabolism of Terpenoids and Polyketides,Terpenoid Backbone Biosynthesis,K15890
Metabolism,Metabolism of Terpenoids and Polyketides,Terpenoid Backbone Biosynthesis,K15891
Metabolism,Metabolism of Terpenoids and Polyketides,Sesquiterpenoid and Triterpenoid Biosynthesis,K15891
Metabolism,Metabolism of Terpenoids and Polyketides,Terpenoid Backbone Biosynthesis,K15892
Metabolism,Carbohydrate Metabolism,Glyoxylate and Dicarboxylate Metabolism,K15893
Metabolism,Amino Acid Metabolism,"Glycine, Serine and Threonine Metabolism",K15893
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K15894
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K15894
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K15895
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K15895
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K15896
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K15896
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K15897
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K15897
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K15898
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K15898
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K15899
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K15899
Metabolism,Metabolism of Terpenoids and Polyketides,Sesquiterpenoid and Triterpenoid Biosynthesis,K15907
Metabolism,Biosynthesis of Other Secondary Metabolites,Biosynthesis of Various Secondary Metabolites - Part 1,K15907
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K15909
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K15910
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K15912
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K15912
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K15913
Metabolism,Carbohydrate Metabolism,Glycolysis / Gluconeogenesis,K15916
Metabolism,Carbohydrate Metabolism,Pentose Phosphate Pathway,K15916
Metabolism,Carbohydrate Metabolism,Fructose and Mannose Metabolism,K15916
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K15916
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K15916
Metabolism,Carbohydrate Metabolism,Glyoxylate and Dicarboxylate Metabolism,K15918
Metabolism,Lipid Metabolism,Glycerolipid Metabolism,K15918
Metabolism,Amino Acid Metabolism,"Glycine, Serine and Threonine Metabolism",K15918
Metabolism,Carbohydrate Metabolism,Glyoxylate and Dicarboxylate Metabolism,K15919
Metabolism,Amino Acid Metabolism,"Glycine, Serine and Threonine Metabolism",K15919
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K15920
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K15921
Metabolism,Glycan Biosynthesis and Metabolism,Other Glycan Degradation,K15923
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15926
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15927
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15928
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15929
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15930
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15931
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15932
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15933
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15934
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15935
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15936
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15937
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15938
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15939
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15941
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15942
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15943
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15944
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15945
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15946
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15947
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15948
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15949
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15950
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15951
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15952
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15953
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15954
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15955
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15956
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15957
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15958
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15959
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15960
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15961
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15962
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15963
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15964
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15965
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15966
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15967
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15968
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15969
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15970
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15971
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Type II Polyketide Products,K15972
Metabolism,Xenobiotics Biodegradation and Metabolism,Steroid Degradation,K15981
Metabolism,Xenobiotics Biodegradation and Metabolism,Steroid Degradation,K15982
Metabolism,Xenobiotics Biodegradation and Metabolism,Steroid Degradation,K15983
Metabolism,Energy Metabolism,Oxidative Phosphorylation,K15986
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K15988
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K15988
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K15989
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K15989
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K15990
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K15990
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K15991
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K15991
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K15992
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K15992
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K15993
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K15993
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K15994
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K15994
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K15995
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K15996
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K15997
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K15997
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K15998
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K15999
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16000
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K16000
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16001
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K16001
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16002
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K16002
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16003
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K16003
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16004
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K16004
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16005
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K16005
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16006
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K16006
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16007
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K16007
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16008
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K16008
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16009
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K16009
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16010
Metabolism,Metabolism of Terpenoids and Polyketides,"Biosynthesis of 12-, 14- and 16-membered Macrolides",K16010
Metabolism,Carbohydrate Metabolism,Fructose and Mannose Metabolism,K16011
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K16011
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K16011
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16015
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16016
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16017
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16018
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16019
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16020
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16021
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16022
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16022
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16023
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16023
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16024
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16024
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16025
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16025
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16026
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16026
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16027
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16027
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16028
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16028
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16029
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16029
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16030
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16030
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16031
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16031
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16032
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16032
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16033
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16033
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16034
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16034
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16035
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16035
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16036
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16036
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16037
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16037
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16038
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16038
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Ansamycins,K16039
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K16043
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K16044
Metabolism,Xenobiotics Biodegradation and Metabolism,Steroid Degradation,K16045
Metabolism,Xenobiotics Biodegradation and Metabolism,Steroid Degradation,K16046
Metabolism,Xenobiotics Biodegradation and Metabolism,Steroid Degradation,K16047
Metabolism,Xenobiotics Biodegradation and Metabolism,Steroid Degradation,K16048
Metabolism,Xenobiotics Biodegradation and Metabolism,Steroid Degradation,K16049
Metabolism,Xenobiotics Biodegradation and Metabolism,Steroid Degradation,K16050
Metabolism,Xenobiotics Biodegradation and Metabolism,Steroid Degradation,K16051
Metabolism,Amino Acid Metabolism,Cysteine and Methionine Metabolism,K16054
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K16055
Metabolism,Nucleotide Metabolism,Pyrimidine Metabolism,K16066
Metabolism,Amino Acid Metabolism,"Glycine, Serine and Threonine Metabolism",K16066
Metabolism,Metabolism of Terpenoids and Polyketides,Diterpenoid Biosynthesis,K16082
Metabolism,Metabolism of Terpenoids and Polyketides,Diterpenoid Biosynthesis,K16083
Metabolism,Metabolism of Terpenoids and Polyketides,Diterpenoid Biosynthesis,K16084
Metabolism,Metabolism of Terpenoids and Polyketides,Diterpenoid Biosynthesis,K16085
Metabolism,Metabolism of Terpenoids and Polyketides,Diterpenoid Biosynthesis,K16086
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16093
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16094
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16095
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16096
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16097
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16098
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16099
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16100
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16101
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16102
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16103
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16104
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16105
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16106
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16107
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16108
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16109
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16110
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16111
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16112
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16113
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16114
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16115
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16116
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16117
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16118
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16119
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16120
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16121
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16122
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16123
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16124
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16125
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16126
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16127
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16128
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16129
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16130
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16131
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16132
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16133
Metabolism,Metabolism of Terpenoids and Polyketides,Nonribosomal Peptide Structures,K16134
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K16146
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K16147
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K16148
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K16149
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K16150
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K16153
Metabolism,Energy Metabolism,Methane Metabolism,K16157
Metabolism,Energy Metabolism,Methane Metabolism,K16158
Metabolism,Energy Metabolism,Methane Metabolism,K16159
Metabolism,Energy Metabolism,Methane Metabolism,K16160
Metabolism,Energy Metabolism,Methane Metabolism,K16161
Metabolism,Energy Metabolism,Methane Metabolism,K16162
Metabolism,Amino Acid Metabolism,Tyrosine Metabolism,K16163
Metabolism,Amino Acid Metabolism,Tyrosine Metabolism,K16164
Metabolism,Amino Acid Metabolism,Tyrosine Metabolism,K16165
Metabolism,Amino Acid Metabolism,Tyrosine Metabolism,K16171
Metabolism,Xenobiotics Biodegradation and Metabolism,Styrene Degradation,K16171
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K16173
Metabolism,Energy Metabolism,Methane Metabolism,K16176
Metabolism,Energy Metabolism,Methane Metabolism,K16177
Metabolism,Energy Metabolism,Methane Metabolism,K16178
Metabolism,Energy Metabolism,Methane Metabolism,K16179
Metabolism,Amino Acid Metabolism,Lysine Biosynthesis,K16180
Metabolism,Amino Acid Metabolism,Lysine Biosynthesis,K16181
Metabolism,Amino Acid Metabolism,Lysine Biosynthesis,K16182
Metabolism,Carbohydrate Metabolism,Pentose and Glucuronate Interconversions,K16190
Metabolism,Carbohydrate Metabolism,Ascorbate and Aldarate Metabolism,K16190
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K16190
Metabolism,Metabolism of Terpenoids and Polyketides,Sesquiterpenoid and Triterpenoid Biosynthesis,K16204
Metabolism,Metabolism of Terpenoids and Polyketides,Sesquiterpenoid and Triterpenoid Biosynthesis,K16205
Metabolism,Metabolism of Terpenoids and Polyketides,Sesquiterpenoid and Triterpenoid Biosynthesis,K16206
Metabolism,Metabolism of Terpenoids and Polyketides,Sesquiterpenoid and Triterpenoid Biosynthesis,K16207
Metabolism,Xenobiotics Biodegradation and Metabolism,Aminobenzoate Degradation,K16239
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K16242
Metabolism,Xenobiotics Biodegradation and Metabolism,Chlorocyclohexane and Chlorobenzene Degradation,K16242
Metabolism,Xenobiotics Biodegradation and Metabolism,Toluene Degradation,K16242
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K16243
Metabolism,Xenobiotics Biodegradation and Metabolism,Chlorocyclohexane and Chlorobenzene Degradation,K16243
Metabolism,Xenobiotics Biodegradation and Metabolism,Toluene Degradation,K16243
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K16244
Metabolism,Xenobiotics Biodegradation and Metabolism,Chlorocyclohexane and Chlorobenzene Degradation,K16244
Metabolism,Xenobiotics Biodegradation and Metabolism,Toluene Degradation,K16244
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K16245
Metabolism,Xenobiotics Biodegradation and Metabolism,Chlorocyclohexane and Chlorobenzene Degradation,K16245
Metabolism,Xenobiotics Biodegradation and Metabolism,Toluene Degradation,K16245
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K16246
Metabolism,Xenobiotics Biodegradation and Metabolism,Chlorocyclohexane and Chlorobenzene Degradation,K16246
Metabolism,Xenobiotics Biodegradation and Metabolism,Toluene Degradation,K16246
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K16249
Metabolism,Xenobiotics Biodegradation and Metabolism,Chlorocyclohexane and Chlorobenzene Degradation,K16249
Metabolism,Xenobiotics Biodegradation and Metabolism,Toluene Degradation,K16249
Metabolism,Energy Metabolism,Methane Metabolism,K16254
Metabolism,Energy Metabolism,Methane Metabolism,K16255
Metabolism,Energy Metabolism,Methane Metabolism,K16256
Metabolism,Energy Metabolism,Methane Metabolism,K16257
Metabolism,Energy Metabolism,Methane Metabolism,K16258
Metabolism,Energy Metabolism,Methane Metabolism,K16259
Metabolism,Energy Metabolism,Methane Metabolism,K16260
Metabolism,Metabolism of Other Amino Acids,Cyanoamino Acid Metabolism,K16265
Metabolism,Metabolism of Other Amino Acids,Cyanoamino Acid Metabolism,K16266
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K16268
Metabolism,Xenobiotics Biodegradation and Metabolism,Chloroalkane and Chloroalkene Degradation,K16268
Metabolism,Xenobiotics Biodegradation and Metabolism,Chlorocyclohexane and Chlorobenzene Degradation,K16268
Metabolism,Xenobiotics Biodegradation and Metabolism,Toluene Degradation,K16268
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K16269
Metabolism,Xenobiotics Biodegradation and Metabolism,Chlorocyclohexane and Chlorobenzene Degradation,K16269
Metabolism,Xenobiotics Biodegradation and Metabolism,Toluene Degradation,K16269
Metabolism,Xenobiotics Biodegradation and Metabolism,Styrene Degradation,K16269
Metabolism,Xenobiotics Biodegradation and Metabolism,Polycyclic Aromatic Hydrocarbon Degradation,K16269
Metabolism,Xenobiotics Biodegradation and Metabolism,Xylene Degradation,K16270
Metabolism,Xenobiotics Biodegradation and Metabolism,Xylene Degradation,K16303
Metabolism,Xenobiotics Biodegradation and Metabolism,Xylene Degradation,K16304
Metabolism,Carbohydrate Metabolism,Glycolysis / Gluconeogenesis,K16305
Metabolism,Carbohydrate Metabolism,Pentose Phosphate Pathway,K16305
Metabolism,Carbohydrate Metabolism,Fructose and Mannose Metabolism,K16305
Metabolism,Energy Metabolism,Methane Metabolism,K16305
Metabolism,Amino Acid Metabolism,"Phenylalanine, Tyrosine, and Tryptophan Biosynthesis",K16305
Metabolism,Carbohydrate Metabolism,Glycolysis / Gluconeogenesis,K16306
